Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Working status,Working,2015/16,21.46059,21.19546,21.73214,21.04663,21.89837,,92048,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Disability,Disabled,2015/16,37.95681,37.4016,38.52154,37.10462,38.84718,,27948,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Disability,Not disabled,2015/16,19.21166,18.99941,19.42159,18.87752,19.53828,,134541,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Ethnic groups,White British,2015/16,23.16463,22.94494,23.38004,22.84076,23.49986,,146869,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Ethnic groups,White Other,2015/16,20.25359,19.39605,21.11498,18.89662,21.60285,,8610,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Asian,2015/16,17.38688,16.41741,18.32835,15.85244,18.84355,,6018,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Black,2015/16,32.87359,30.78078,34.98498,29.67963,36.28634,,1998,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Chinese,2015/16,8.64102,6.76779,10.50175,5.71762,11.55193,,857,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Mixed,2015/16,19.97437,17.98561,22.04055,16.87371,23.21779,,1529,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Other,2015/16,25.61555,23.1738,28.12762,21.91436,29.72301,,1191,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Most deprived decile,2015/16,31.14931,30.43014,31.87967,29.97291,32.29838,,15524,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Second most deprived decile,2015/16,26.02454,25.35109,26.7005,25.01081,27.12137,,16157,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Third more deprived decile,2015/16,24.99479,24.34622,25.6508,23.94114,26.03803,,16787,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fourth more deprived decile,2015/16,23.45096,22.834,24.09016,22.4994,24.45997,,17036,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fifth more deprived decile,2015/16,23.16744,22.52079,23.78875,22.11946,24.19008,,17193,,,Similar,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fifth less deprived decile,2015/16,20.87601,20.2585,21.48751,19.91229,21.81063,,17331,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fourth less deprived decile,2015/16,19.97398,19.38291,20.55656,19.03371,20.92851,,17469,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Third less deprived decile,2015/16,20.14283,19.54879,20.73408,19.25675,21.08338,,17464,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Second least deprived decile,2015/16,18.66224,18.09162,19.23121,17.76845,19.56572,,17638,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Least deprived decile,2015/16,17.09367,16.54029,17.64939,16.21773,17.96627,,17672,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Level of education,No qualification,2015/16,33.17004,32.45021,33.90209,32.03449,34.29304,,16117,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Level of education,Another type of qualification,2015/16,25.12173,24.2496,26.01399,23.7547,26.53039,,9295,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Level of education,Level 1 and below,2015/16,27.85423,26.48279,29.2165,25.79932,29.89993,,4097,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Level of education,Level 2 and equivalent,2015/16,26.12564,25.60486,26.64662,25.28637,26.95089,,27936,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Level of education,Level 3 and equivalent,2015/16,23.06867,22.53683,23.61833,22.24303,23.94619,,23486,,,Similar,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Level of education,Level 4 and above,2015/16,18.38758,18.13153,18.64096,17.98023,18.78399,,84604,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Socioeconomic class,"Managerial, administrative and professional occupations",2015/16,17.88882,17.63849,18.14211,17.49742,18.29013,,85784,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Socioeconomic class,Intermediate occupations,2015/16,19.22939,18.64791,19.8105,18.34564,20.13603,,17203,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Socioeconomic class,Self-employed and small employers,2015/16,20.66071,19.87901,21.42392,19.52535,21.81481,,10745,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Socioeconomic class,Lower supervisory and technical occupations,2015/16,23.9859,23.22129,24.7654,22.7606,25.23461,,11722,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Socioeconomic class,Semi-routine and routine occupations,2015/16,24.056,23.38395,24.73589,23.03158,25.0945,,15609,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Socioeconomic class,Long term unemployed or never worked,2015/16,27.87987,26.25887,29.55997,25.33712,30.44713,,2818,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Socioeconomic class,Students,2015/16,18.01875,16.76136,19.28977,16.02273,20.00003,,3520,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18+ yrs,Socioeconomic class,Other/unclassified,2015/16,20.38105,19.33902,21.42727,18.72161,22.08101,,5507,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",,,E92000001,England,England,Persons,18-24 yrs,,,2015/16,9.70201,9.0372,10.38002,8.63435,10.82315,,7447,,,Not compared,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Male,18+ yrs,,,2015/16,23.12774,22.83565,23.42407,22.66679,23.59676,,78176,,,Similar,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Female,18+ yrs,,,2015/16,22.10238,21.83459,22.37209,21.68257,22.52408,,92097,,,Similar,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,85+ yrs,,,2015/16,20.52861,19.17933,21.91489,18.35866,22.6748,,3290,,,Similar,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,25-34 yrs,,,2015/16,17.07362,16.55593,17.60214,16.29314,17.89965,,20168,,,Similar,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,35-44 yrs,,,2015/16,21.12111,20.62909,21.61333,20.39062,21.91606,,26419,,,Similar,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,45-54 yrs,,,2015/16,26.55931,26.06321,27.05941,25.73555,27.35728,,30215,,,Similar,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,55-64 yrs,,,2015/16,29.04678,28.56975,29.52782,28.268,29.79142,,34134,,,Similar,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,65-74 yrs,,,2015/16,27.37631,26.89638,27.84649,26.61549,28.12165,,34525,,,Similar,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,75-84 yrs,,,2015/16,26.17842,25.44938,26.89876,24.99467,27.30374,,14075,,,Similar,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,,,2015/16,22.6262,22.42869,22.82922,22.33883,22.94786,,170273,,,Similar,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Working status,Inactive,2015/16,27.95943,27.60671,28.30812,27.39595,28.50785,,63586,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Working status,Unemployed,2015/16,32.118,30.733,33.56081,30.02679,34.41384,,4103,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Working status,Working,2015/16,21.46059,21.19546,21.73214,21.04663,21.89837,,92048,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Disability,Disabled,2015/16,37.95681,37.4016,38.52154,37.10462,38.84718,,27948,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Disability,Not disabled,2015/16,19.21166,18.99941,19.42159,18.87752,19.53828,,134541,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Ethnic groups,White British,2015/16,23.16463,22.94494,23.38004,22.84076,23.49986,,146869,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Ethnic groups,White Other,2015/16,20.25359,19.39605,21.11498,18.89662,21.60285,,8610,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Asian,2015/16,17.38688,16.41741,18.32835,15.85244,18.84355,,6018,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Black,2015/16,32.87359,30.78078,34.98498,29.67963,36.28634,,1998,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Chinese,2015/16,8.64102,6.76779,10.50175,5.71762,11.55193,,857,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Mixed,2015/16,19.97437,17.98561,22.04055,16.87371,23.21779,,1529,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Ethnic groups,Other,2015/16,25.61555,23.1738,28.12762,21.91436,29.72301,,1191,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Most deprived decile,2015/16,31.14931,30.43014,31.87967,29.97291,32.29838,,15524,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Second most deprived decile,2015/16,26.02454,25.35109,26.7005,25.01081,27.12137,,16157,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Third more deprived decile,2015/16,24.99479,24.34622,25.6508,23.94114,26.03803,,16787,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fourth more deprived decile,2015/16,23.45096,22.834,24.09016,22.4994,24.45997,,17036,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fifth more deprived decile,2015/16,23.16744,22.52079,23.78875,22.11946,24.19008,,17193,,,Similar,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fifth less deprived decile,2015/16,20.87601,20.2585,21.48751,19.91229,21.81063,,17331,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Fourth less deprived decile,2015/16,19.97398,19.38291,20.55656,19.03371,20.92851,,17469,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Third less deprived decile,2015/16,20.14283,19.54879,20.73408,19.25675,21.08338,,17464,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Second least deprived decile,2015/16,18.66224,18.09162,19.23121,17.76845,19.56572,,17638,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,LSOA11 deprivation deciles within area (IMD  trend),Least deprived decile,2015/16,17.09367,16.54029,17.64939,16.21773,17.96627,,17672,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Level of education,No qualification,2015/16,33.17004,32.45021,33.90209,32.03449,34.29304,,16117,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Level of education,Another type of qualification,2015/16,25.12173,24.2496,26.01399,23.7547,26.53039,,9295,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Level of education,Level 1 and below,2015/16,27.85423,26.48279,29.2165,25.79932,29.89993,,4097,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Level of education,Level 2 and equivalent,2015/16,26.12564,25.60486,26.64662,25.28637,26.95089,,27936,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Level of education,Level 3 and equivalent,2015/16,23.06867,22.53683,23.61833,22.24303,23.94619,,23486,,,Similar,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Level of education,Level 4 and above,2015/16,18.38758,18.13153,18.64096,17.98023,18.78399,,84604,,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Socioeconomic class,"Managerial, administrative and professional occupations",2015/16,17.88882,17.63849,18.14211,17.49742,18.29013,,85784,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Socioeconomic class,Intermediate occupations,2015/16,19.22939,18.64791,19.8105,18.34564,20.13603,,17203,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Socioeconomic class,Self-employed and small employers,2015/16,20.66071,19.87901,21.42392,19.52535,21.81481,,10745,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Socioeconomic class,Lower supervisory and technical occupations,2015/16,23.9859,23.22129,24.7654,22.7606,25.23461,,11722,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Socioeconomic class,Semi-routine and routine occupations,2015/16,24.056,23.38395,24.73589,23.03158,25.0945,,15609,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Socioeconomic class,Long term unemployed or never worked,2015/16,27.87987,26.25887,29.55997,25.33712,30.44713,,2818,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Socioeconomic class,Students,2015/16,18.01875,16.76136,19.28977,16.02273,20.00003,,3520,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18+ yrs,Socioeconomic class,Other/unclassified,2015/16,20.38105,19.33902,21.42727,18.72161,22.08101,,5507,People aged 75 and over are excluded from NS-SeC (National Statistics Socio-economic Classification) economic activity questions in the Active Lives Adult Survey,,Better,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E92000001,England,England,Persons,18-24 yrs,,,2015/16,9.70201,9.0372,10.38002,8.63435,10.82315,,7447,,,Similar,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E06000001,Hartlepool,Counties & UAs (from Apr 2023),Persons,18+ yrs,,,2015/16,30.01597,25.65947,34.29257,23.26139,36.9307,,417,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E06000002,Middlesbrough,Counties & UAs (from Apr 2023),Persons,18+ yrs,,,2015/16,30.3199,25.98039,34.80392,23.52941,37.5,,408,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E06000003,Redcar and Cleveland,Counties & UAs (from Apr 2023),Persons,18+ yrs,,,2015/16,27.54672,23.42342,31.75676,21.17095,34.45946,,444,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E06000004,Stockton-on-Tees,Counties & UAs (from Apr 2023),Persons,18+ yrs,,,2015/16,27.95903,23.68421,32.29665,21.29187,34.92823,,418,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E06000005,Darlington,Counties & UAs (from Apr 2023),Persons,18+ yrs,,,2015/16,27.43409,23.27189,31.79724,21.19816,33.87097,,434,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E06000006,Halton,Counties & UAs (from Apr 2023),Persons,18+ yrs,,,2015/16,34.88532,30.33175,39.33649,28.19882,41.7064,,422,,,Worse,Not compared,20150000,,,1y
93881,"Obesity prevalence in adults, (using adjusted self-reported height and weight)",E92000001,England,E06000007,Warrington,Counties & UAs (from Apr 2023),Persons,18+ yrs,,,2015/16,23.45494,20.72177,26.42608,19.20838,28.17229,,859,,,Similar,Not compared,20150000,,,1y
